h3_level8_index,total_requests,request_diversity,sewer_requests,building_count,mean_building_area,sd_building_area
88ad361843fffff,448,93,86,1423,116.50010435699228,249.58202007540928
88ad361845fffff,292,80,41,841,235.965116646849,1130.2904823418114
88ad361847fffff,498,94,68,1508,114.9966448275862,229.44967281044097
88ad361849fffff,312,74,36,1766,108.57184456398642,187.8669071718416
88ad36184bfffff,461,102,82,1288,121.45698012422359,314.7606695702401
88ad36184dfffff,547,104,47,2154,79.40164800371403,80.2644270280818
88ad361851fffff,371,87,57,1166,101.66132778730703,137.3162558878474
88ad361853fffff,598,104,106,1466,116.46639051841746,119.64869098318528
88ad361855fffff,175,59,21,550,90.49106109090908,92.31958102447823
88ad361857fffff,416,94,73,1167,137.10684550128533,132.66539584805201
88ad361859fffff,465,101,71,1346,112.81620653789004,155.24509080882285
88ad36185bfffff,516,86,148,1569,107.95224518801784,103.59603242491335
88ad36185dfffff,282,84,46,1223,92.62454104660671,109.25794078371288
88ad361861fffff,409,90,103,723,340.36290484094053,683.7398904178967
88ad361863fffff,304,76,21,1285,102.44172661478599,288.86842258164705
88ad361865fffff,872,109,178,1696,107.67222771226416,223.39054180222936
88ad361867fffff,898,113,141,2275,86.11817578021979,89.65739505325766
88ad361869fffff,217,64,58,669,349.9770309417041,2063.6228409732507
88ad36186bfffff,470,88,46,1951,84.57942337262942,97.34841927035272
88ad36186dfffff,756,93,170,2484,88.65489178743961,246.9584907735274
88ad361881fffff,0,0,0,2,30.9343,30.015127226450332
88ad361883fffff,1,1,0,22,33.385695454545456,44.740921295253564
88ad361885fffff,18,17,1,97,142.62215979381443,140.9265373985966
88ad361887fffff,8,7,0,28,263.52380714285715,359.00065720734017
88ad361889fffff,3,2,0,77,50.40057142857143,66.86029646485561
88ad36188bfffff,0,0,0,60,96.73122833333333,115.84642131976119
88ad36188dfffff,11,11,1,94,110.34552659574467,123.31413206994439
88ad361891fffff,1,1,0,111,65.84392432432432,95.40286596524255
88ad361893fffff,1,1,0,118,68.73805169491526,89.99903062538515
88ad361895fffff,1,1,0,45,92.15135555555555,162.63308014018236
88ad361897fffff,0,0,0,2,16.99875,12.855696256718263
88ad361899fffff,0,0,0,45,118.3236,134.92736324257783
88ad36189bfffff,1,1,0,25,58.99684,113.3927553044138
88ad36189dfffff,11,4,0,23,132.8448956521739,181.51778151939095
88ad3618a1fffff,75,36,0,830,100.06765530120482,173.88637143222613
88ad3618a3fffff,47,25,1,318,89.0812,126.4482232184884
88ad3618a5fffff,118,40,25,540,126.84454777777778,128.55395493808905
88ad3618a7fffff,17,8,0,187,81.2817743315508,103.39693237137935
88ad3618a9fffff,150,53,15,951,114.63068054679285,106.34961483811655
88ad3618abfffff,4,4,1,108,97.29268425925926,112.67997663066298
88ad3618adfffff,250,77,36,1141,132.64000385626642,123.00530006398832
88ad3618b1fffff,0,0,0,0,0.0,0.0
88ad3618b3fffff,1,1,0,3,10.574233333333334,4.558488611736716
88ad3618b5fffff,46,20,1,120,90.59128000000001,106.71309449028128
88ad3618b7fffff,1,1,0,21,66.16684285714285,58.687751350546485
88ad3618b9fffff,0,0,0,17,22.53459411764706,24.985902327374294
88ad3618bbfffff,0,0,0,0,0.0,0.0
88ad3618bdfffff,7,4,0,106,95.71906886792453,173.16107455095886
88ad3618c1fffff,102,36,16,543,119.34898692449356,164.1519959622644
88ad3618c3fffff,1,1,0,4,62.511174999999994,44.50278593034935
88ad3618c5fffff,292,69,49,861,114.94895203252032,129.22596514341038
88ad3618c7fffff,7,6,0,62,100.7735758064516,138.52501218462578
88ad3618c9fffff,265,72,38,821,98.77982021924481,126.11948461030181
88ad3618cbfffff,95,45,10,321,141.20790218068535,134.90316540322232
88ad3618cdfffff,392,82,49,1186,108.34885050590219,109.65309727557876
88ad3618d1fffff,51,22,3,78,125.87018717948717,129.52981802524098
88ad3618d3fffff,3,3,0,1,20.1244,0.0
88ad3618d5fffff,2,2,0,42,91.03441428571429,113.05658412823925
88ad3618d7fffff,0,0,0,118,62.21957288135593,110.13273449907403
88ad3618d9fffff,344,82,26,1048,119.15984437022901,101.58417204101252
88ad3618dbfffff,5,4,0,33,92.16959696969697,167.69749949113634
88ad3618ddfffff,246,66,21,828,120.63031038647343,104.15807237668459
88ad3618e1fffff,115,45,9,385,116.13996805194805,161.44843383691074
88ad3618e3fffff,300,75,37,1070,123.05373728971963,135.90026846792193
88ad3618e5fffff,816,126,160,975,192.85386482051283,394.7420743361379
88ad3618e7fffff,264,73,17,963,124.85146780893042,151.0457687417419
88ad3618e9fffff,297,83,59,881,125.60033461975027,137.37855996112336
88ad3618ebfffff,230,69,25,832,111.33592716346153,108.55603038760049
88ad3618edfffff,319,77,59,787,149.10397598475222,172.23808190145132
88ad361901fffff,125,32,5,595,121.00619697478992,184.2546924156822
88ad361903fffff,154,32,7,602,115.62831229235881,146.3883663524215
88ad361905fffff,69,14,0,224,140.46640044642857,192.04055829912028
88ad361907fffff,37,12,1,505,90.41155306930693,158.03266079480179
88ad361909fffff,78,31,30,841,112.42701902497028,589.3425661814006
88ad36190bfffff,329,76,24,1122,83.88457486631016,107.21459592875576
88ad36190dfffff,3,3,1,69,324.2195623188406,771.050557775435
88ad361911fffff,71,28,17,328,90.2831262195122,119.89692210171135
88ad361913fffff,56,28,6,280,157.8070735714286,326.24206236772017
88ad361915fffff,159,54,20,734,101.73694673024524,130.36097422706487
88ad361917fffff,218,27,134,33,65.58677272727273,93.81407855528425
88ad361919fffff,723,119,62,2379,67.61798137873056,76.05079170789718
88ad36191bfffff,558,93,68,1806,87.91407209302325,131.82504499781442
88ad36191dfffff,488,97,42,1884,83.05614978768578,76.36901207266229
88ad361921fffff,1,1,1,48,118.85357916666668,203.47872549653235
88ad361923fffff,4,2,1,77,57.02285064935065,107.94049176257968
88ad361925fffff,0,0,0,38,88.51888684210526,99.94300887208692
88ad361927fffff,0,0,0,5,63.6491,76.63995712626019
88ad361929fffff,0,0,0,80,106.51907874999999,144.66254328081212
88ad36192bfffff,2,2,0,26,43.43237307692308,65.58286583587855
88ad36192dfffff,0,0,0,37,337.4635405405405,613.5633542888024
88ad361931fffff,1,1,0,41,87.14002926829268,119.55937141430874
88ad361933fffff,0,0,0,60,60.87307333333333,106.50887484517766
88ad361935fffff,6,3,0,98,101.23383673469387,316.83642586212267
88ad361937fffff,0,0,0,0,0.0,0.0
88ad361939fffff,2,2,0,91,115.25599450549451,265.00509988641375
88ad36193bfffff,33,16,1,104,166.54541442307692,311.1015297632992
88ad36193dfffff,16,9,0,173,125.70767687861272,269.6633871444858
88ad361941fffff,960,52,398,8180,35.433624376528115,36.2086959791471
88ad361943fffff,420,96,46,5667,28.260250608787718,38.082287990968275
88ad361945fffff,245,35,83,2485,42.304557263581486,55.43891376273704
88ad361947fffff,707,48,386,8341,27.253288382687927,36.4701331869261
88ad361949fffff,517,48,156,4759,36.98624780416054,27.985319195579414
88ad36194bfffff,734,84,292,4512,42.35690773492908,129.45142907194227
88ad36194dfffff,29,11,1,367,44.82238610354223,102.76079178822643
88ad361951fffff,736,103,112,1806,86.21438604651162,114.89584803006265
88ad361953fffff,621,111,81,2009,93.2302787456446,117.9660837558764
88ad361955fffff,481,93,66,1254,129.56728197767146,261.5023889034471
88ad361957fffff,524,93,41,2236,84.62232790697675,132.88880618984393
88ad361959fffff,874,127,110,1963,96.40172781456953,201.93697784792153
88ad36195bfffff,706,108,145,1718,85.38065733410943,111.92924815010736
88ad36195dfffff,1175,133,187,2079,94.70722135642136,115.09678800895638
88ad361961fffff,0,0,0,54,166.59387777777778,281.86249775849836
88ad361963fffff,6,4,0,87,183.4663091954023,428.1622228050467
88ad361965fffff,2,2,1,68,127.54174264705883,336.5576626795817
88ad361967fffff,2,1,0,47,142.98477872340425,264.2172467444471
88ad36196bfffff,457,37,212,3737,35.17788431897244,57.87138090972434
88ad361981fffff,1,1,0,1,40.5822,0.0
88ad361983fffff,65,26,8,186,109.8622005376344,101.14521229113974
88ad361985fffff,0,0,0,0,0.0,0.0
88ad361987fffff,1,1,0,44,202.65105454545454,294.3382859117912
88ad361989fffff,247,72,19,786,100.16417773536895,117.85909264848726
88ad36198bfffff,235,56,89,836,95.3161735645933,107.6501090087287
88ad36198dfffff,80,36,1,176,105.94479659090908,93.07057535674429
88ad361991fffff,0,0,0,43,175.91336976744188,193.92667624178955
88ad361993fffff,2,1,0,0,0.0,0.0
88ad361995fffff,0,0,0,48,180.96804583333332,298.357960688328
88ad361997fffff,0,0,0,19,59.99602631578948,65.34270447916076
88ad361999fffff,3,3,1,2,19.31875,5.673471258850265
88ad36199bfffff,0,0,0,18,222.07381111111113,291.0803409360679
88ad36199dfffff,106,45,12,444,116.53953378378378,101.43706606313125
88ad3619a1fffff,0,0,0,15,299.98562666666663,629.4052912385156
88ad3619a3fffff,0,0,0,14,62.26989285714286,38.06501037398366
88ad3619a5fffff,1,1,0,51,256.3741549019608,719.5662596161977
88ad3619a7fffff,0,0,0,0,0.0,0.0
88ad3619a9fffff,3,3,0,69,212.44955507246377,298.0747919966794
88ad3619abfffff,0,0,0,3,51.2112,22.036176716708372
88ad3619adfffff,5,5,0,202,238.21796633663365,640.7829856805334
88ad3619b1fffff,0,0,0,0,0.0,0.0
88ad3619b3fffff,7,2,0,1,184.6167,0.0
88ad3619b5fffff,0,0,0,5,38.82452,36.85209228357326
88ad3619b7fffff,0,0,0,0,0.0,0.0
88ad3619b9fffff,0,0,0,0,0.0,0.0
88ad3619bbfffff,0,0,0,19,58.55314210526316,31.02183052157367
88ad3619bdfffff,0,0,0,0,0.0,0.0
88ad3619c1fffff,353,71,83,1181,121.17740296359018,122.55927806464366
88ad3619c3fffff,347,77,21,1366,104.67794604685213,93.25356714565544
88ad3619c5fffff,469,87,70,1691,105.57782460082792,86.67207170853328
88ad3619c7fffff,138,44,24,596,144.2984855704698,199.64085202144625
88ad3619c9fffff,276,73,31,1251,121.689040607514,270.47909971177006
88ad3619cbfffff,437,90,60,1313,94.24449763899467,86.03568368985478
88ad3619cdfffff,396,76,16,1301,131.650307840123,127.9373542939717
88ad3619d1fffff,373,85,29,1054,131.1209124288425,131.10882112103405
88ad3619d3fffff,247,71,33,960,124.2127640625,119.92083687654672
88ad3619d5fffff,328,80,48,947,113.42862914466737,113.80742699153006
88ad3619d7fffff,284,69,37,1109,128.3636944093778,121.90835147710247
88ad3619d9fffff,637,96,104,1187,111.75947101937658,185.80019385443578
88ad3619dbfffff,432,106,17,1016,142.3353722440945,174.16286814947782
88ad3619ddfffff,436,85,39,1155,109.59399463203464,110.40668361755402
88ad3619e1fffff,1,1,0,19,74.97896315789474,68.10830840318651
88ad3619e3fffff,5,5,0,34,299.8816323529412,716.8847160071554
88ad3619e5fffff,2,2,1,43,123.67462093023256,142.06281639472454
88ad3619e7fffff,0,0,0,76,76.30168289473684,98.66844226278955
88ad3619e9fffff,74,38,19,259,119.3090637065637,183.0501694144097
88ad3619ebfffff,125,59,8,635,99.958011496063,88.19506779841805
88ad3619edfffff,5,3,3,0,0.0,0.0
88ad361a01fffff,399,86,111,1296,106.49132091049383,108.31667386840888
88ad361a03fffff,502,90,66,1364,110.65811891495602,354.78954759578073
88ad361a05fffff,24,16,1,145,109.28826,88.19708075186597
88ad361a07fffff,198,61,16,381,228.01424225721786,736.0633310410205
88ad361a09fffff,238,66,60,900,126.98634377777778,205.0907096928182
88ad361a0bfffff,456,88,78,1512,103.85244391534391,216.66533512604286
88ad361a0dfffff,312,79,64,1366,114.55413762811126,110.89741837660527
88ad361a11fffff,603,98,152,1209,109.06905839536807,253.5068766725854
88ad361a13fffff,340,77,78,595,468.79250302521007,882.083289882044
88ad361a15fffff,259,69,51,633,248.37568672985785,780.9078932119683
88ad361a17fffff,361,81,40,1052,128.16388393536124,248.5288087365093
88ad361a19fffff,410,89,97,992,154.80738891129033,679.4511935735396
88ad361a1bfffff,909,117,199,1519,121.80532508229099,406.9193972465865
88ad361a1dfffff,552,93,65,1192,102.07562751677852,273.22768841347346
88ad361a21fffff,523,100,44,1996,94.43151167334669,80.21583307805616
88ad361a23fffff,673,87,21,1689,113.79478484310243,101.79397522832157
88ad361a25fffff,565,111,41,1923,93.2575728549142,81.5626572028865
88ad361a27fffff,504,98,74,1963,96.73872363728987,123.51099553639808
88ad361a29fffff,107,52,5,909,118.39760836083607,475.16558718156335
88ad361a2bfffff,604,78,14,1065,164.2285441314554,180.1356445034809
88ad361a2dfffff,137,56,7,628,114.19496003184715,132.13132432171273
88ad361a31fffff,190,58,29,496,277.2933558467742,924.5675983363378
88ad361a33fffff,561,103,89,1143,109.46231041119859,166.65608216686317
88ad361a35fffff,66,35,6,550,373.7741847272727,1281.7627742255124
88ad361a37fffff,486,104,70,1442,105.44213404993064,254.2525752992249
88ad361a39fffff,95,40,2,275,539.1898785454546,1576.5795375422383
88ad361a3bfffff,361,89,43,576,354.81129913194445,604.3548397281307
88ad361a3dfffff,205,52,5,582,236.60164536082476,1478.85864146846
88ad361a41fffff,390,85,84,1522,102.96879612352167,195.6935511013445
88ad361a43fffff,396,88,85,1449,109.91247736369911,163.26466726031674
88ad361a45fffff,254,73,13,916,113.68072139737991,102.67982751254878
88ad361a47fffff,375,76,83,1447,116.85886012439529,170.28209080221697
88ad361a49fffff,515,90,114,1732,73.20592038106236,62.1632559964224
88ad361a4bfffff,305,65,73,1198,146.11806928213687,536.8243282636228
88ad361a4dfffff,562,94,67,1643,89.97549032258065,72.76756834210245
88ad361a51fffff,627,99,185,1600,94.0650851875,118.65162309588918
88ad361a53fffff,65,32,17,358,382.909556424581,1655.3446073844145
88ad361a55fffff,510,104,53,1245,128.84202152610442,324.76881749069634
88ad361a57fffff,462,86,40,1449,105.66263333333333,192.49470477023996
88ad361a59fffff,654,90,162,1700,71.80349405882353,88.29475225558048
88ad361a5bfffff,477,72,116,1306,62.501182618683,55.51739217778388
88ad361a5dfffff,437,87,57,815,161.21671582822088,474.35945539350666
88ad361a61fffff,1,1,1,17,89.0028705882353,79.32806080383666
88ad361a63fffff,41,22,2,217,106.9948341013825,101.17103668417866
88ad361a67fffff,1,1,0,20,54.255849999999995,28.62615761631677
88ad361a69fffff,6,2,0,111,183.57866396396398,248.55735427971726
88ad361a6bfffff,135,49,30,540,120.41583537037036,121.29180701629029
88ad361a6dfffff,0,0,0,10,62.116020000000006,69.5201149713408
88ad361a81fffff,610,103,85,1256,115.168749044586,112.74245634087168
88ad361a83fffff,528,89,48,1129,109.46682515500443,115.65024482299518
88ad361a85fffff,50,22,8,170,307.7994958823529,663.9506061967423
88ad361a87fffff,474,76,82,883,124.8770750849377,127.16106520513145
88ad361a89fffff,1257,138,111,1980,112.56642045454547,120.92467224617474
88ad361a8bfffff,713,108,60,1222,134.98171186579378,152.376572031301
88ad361a8dfffff,674,125,43,1073,141.44769729729728,303.8208174170676
88ad361a91fffff,352,77,63,587,137.90596763202726,187.19454927710666
88ad361a93fffff,486,103,58,1148,118.87911054006969,126.6329301617489
88ad361a95fffff,180,72,14,505,132.8684489108911,153.47813567502084
88ad361a97fffff,34,20,2,94,90.81973936170213,106.14576691871716
88ad361a99fffff,569,104,82,1493,112.92854139316812,158.73985311180496
88ad361a9bfffff,537,99,110,1390,102.98475683453238,111.2941159221984
88ad361a9dfffff,364,76,47,858,172.86534638694636,968.1887004963103
88ad361aa1fffff,213,76,16,686,263.0968361516035,1789.297490177791
88ad361aa3fffff,263,80,32,936,123.94882222222222,233.8646885624873
88ad361aa5fffff,361,93,41,1065,147.6233105164319,204.96491895528916
88ad361aa7fffff,335,86,77,1176,102.48522831632654,155.19247247631688
88ad361aa9fffff,356,96,51,761,182.458529434954,337.7926386965677
88ad361aabfffff,191,66,21,382,171.01905157068063,324.3861729801574
88ad361aadfffff,492,99,64,1403,113.81846129722024,118.03578139237024
88ad361ab1fffff,350,72,82,1245,116.1126043373494,118.3687051307456
88ad361ab3fffff,215,59,28,946,126.45547600422833,120.4732379746905
88ad361ab5fffff,386,81,63,1328,129.43934156626506,125.94726921732492
88ad361ab7fffff,200,63,28,923,133.1551306608884,211.82766966475214
88ad361ab9fffff,440,81,79,1131,128.52028081343943,135.95411212211903
88ad361abbfffff,171,50,39,478,132.0940619246862,156.2247253999429
88ad361abdfffff,393,78,81,664,157.99499774096384,239.222153598642
88ad361ac1fffff,493,113,74,852,132.90536267605634,290.0685813097375
88ad361ac3fffff,319,68,45,398,257.2825896984925,522.0384385356467
88ad361ac5fffff,457,89,51,623,225.46885280898874,431.81472574679583
88ad361ac7fffff,1364,141,297,1161,204.068147459087,534.3832295864214
88ad361ac9fffff,607,98,121,935,169.03190352941178,846.4904795697579
88ad361acbfffff,19,11,1,292,194.68476164383563,652.4200848209124
88ad361acdfffff,712,113,120,1133,182.59129744042366,534.105273845377
88ad361ad1fffff,383,95,52,511,499.5279205479452,1249.628435043952
88ad361ad3fffff,1045,129,113,2136,96.61192621722847,144.7801667234206
88ad361ad5fffff,635,106,59,1259,131.6409073073868,181.09185805012135
88ad361ad7fffff,348,82,43,1113,128.48470584007188,214.120446097329
88ad361ad9fffff,666,106,90,1474,104.90065949796471,126.26727348088471
88ad361adbfffff,858,106,155,1487,152.71335117686618,635.0706094314116
88ad361addfffff,24,12,4,297,303.2693828282828,629.6492229822064
88ad361ae1fffff,338,88,50,1245,118.07352915662652,204.04220197303485
88ad361ae3fffff,848,124,109,1894,104.03268563885955,163.27739312059546
88ad361ae5fffff,395,88,55,1487,121.21606577000672,150.28687671568156
88ad361ae7fffff,390,81,59,1269,118.43093995271867,168.8160280041108
88ad361ae9fffff,648,109,88,1346,124.07276589895987,173.9856252392727
88ad361aebfffff,812,128,81,1786,98.18552922732363,150.66030635817938
88ad361aedfffff,94,35,13,242,183.41398347107437,306.76135421167874
88ad361b01fffff,9,5,0,152,130.3597552631579,221.71701095238552
88ad361b03fffff,5,4,0,97,124.09915979381444,277.41232136204263
88ad361b05fffff,0,0,0,39,153.34498717948716,475.39312124435446
88ad361b07fffff,3,2,0,133,217.23834285714287,359.29601766861936
88ad361b09fffff,2,2,0,67,86.03930149253732,101.40398419077913
88ad361b0bfffff,27,3,0,120,130.0256725,371.8660472842507
88ad361b0dfffff,3,2,0,46,231.99544565217388,435.1614542972296
88ad361b11fffff,384,83,52,1825,67.4046488219178,77.81345514028723
88ad361b13fffff,246,81,40,1069,145.0287904583723,451.09442539386976
88ad361b15fffff,446,85,60,1565,63.9814628115016,45.79764961901743
88ad361b17fffff,424,81,66,2130,74.80378352112676,77.28361635146322
88ad361b19fffff,241,76,18,1091,89.98363143904675,80.95055855011793
88ad361b1bfffff,410,85,32,1962,95.03107115188584,92.8070321320765
88ad361b1dfffff,25,18,4,79,84.68717088607595,73.75273222527673
88ad361b23fffff,0,0,0,41,66.23290975609757,59.582695526720684
88ad361b2bfffff,0,0,0,39,96.64579743589744,89.71899196698747
88ad361b31fffff,714,69,338,3661,44.32352469270691,118.77861841517802
88ad361b33fffff,885,88,255,2062,70.8081768186227,97.29830642381604
88ad361b35fffff,558,44,358,6188,32.060106447963804,25.112830867735262
88ad361b37fffff,1314,92,614,5209,46.172302956421575,83.21650165253348
88ad361b39fffff,229,48,91,593,77.47834435075885,80.37821694184086
88ad361b3bfffff,1286,96,168,1897,76.88813352662098,89.22371230871941
88ad361b3dfffff,1,1,0,44,126.82719318181817,167.5998306241865
88ad361b47fffff,0,0,0,1,24.9516,0.0
88ad361b53fffff,91,41,5,515,138.84187398058253,139.53302476470745
88ad361b57fffff,8,4,1,93,75.94599569892473,102.84620526733521
88ad361b5bfffff,2,2,0,77,106.42371948051947,114.24573377247195
88ad361b63fffff,0,0,0,7,350.51577142857144,619.5077740303929
88ad365401fffff,0,0,0,5,1642.1675,43.174946211199824
88ad365403fffff,0,0,0,0,0.0,0.0
88ad365405fffff,0,0,0,0,0.0,0.0
88ad365407fffff,0,0,0,0,0.0,0.0
88ad365409fffff,0,0,0,22,1296.0291818181818,911.7580376220457
88ad36540bfffff,0,0,0,17,1193.6141823529413,1017.0431498944934
88ad36540dfffff,0,0,0,0,0.0,0.0
88ad365411fffff,0,0,0,0,0.0,0.0
88ad365413fffff,0,0,0,0,0.0,0.0
88ad365415fffff,0,0,0,0,0.0,0.0
88ad365417fffff,0,0,0,0,0.0,0.0
88ad365419fffff,0,0,0,1,15.1164,0.0
88ad36541bfffff,0,0,0,0,0.0,0.0
88ad36541dfffff,0,0,0,7,42.504357142857145,59.67005423425996
88ad365421fffff,0,0,0,0,0.0,0.0
88ad365423fffff,0,0,0,1,22.6025,0.0
88ad365425fffff,0,0,0,0,0.0,0.0
88ad365427fffff,0,0,0,0,0.0,0.0
88ad365429fffff,0,0,0,41,98.95464878048782,131.51330923933156
88ad36542bfffff,0,0,0,0,0.0,0.0
88ad36542dfffff,0,0,0,1,20.0263,0.0
88ad365431fffff,0,0,0,4,51.962975,51.93732650296734
88ad365433fffff,0,0,0,19,220.33214210526316,224.27490959482273
88ad365435fffff,0,0,0,0,0.0,0.0
88ad365437fffff,0,0,0,13,221.06694615384615,263.5959089232027
88ad365439fffff,0,0,0,0,0.0,0.0
88ad36543bfffff,0,0,0,1,18.6394,0.0
88ad36543dfffff,0,0,0,0,0.0,0.0
88ad365441fffff,0,0,0,70,206.85515857142857,388.4312092333354
88ad365443fffff,0,0,0,24,251.47735,508.22747940587027
88ad365445fffff,0,0,0,34,129.65472352941174,166.61680499907754
88ad365447fffff,0,0,0,41,74.55585121951219,97.72006017353888
88ad365449fffff,0,0,0,165,145.65754909090907,411.9877260515389
88ad36544bfffff,1,1,0,79,65.55557721518987,95.68631084762836
88ad365451fffff,2,2,0,3,10.7948,1.2625066970119414
88ad365453fffff,0,0,0,10,66.66454,83.82190475917379
88ad365455fffff,0,0,0,22,179.73379545454543,384.58462923848293
88ad365457fffff,0,0,0,21,63.588104761904766,55.28819638595092
88ad365459fffff,0,0,0,7,96.84367142857143,205.421358565857
88ad36545bfffff,0,0,0,8,163.781375,152.82122148815168
88ad36545dfffff,0,0,0,98,268.83189489795916,538.6892720308867
88ad365461fffff,0,0,0,1,17.8182,0.0
88ad365463fffff,0,0,0,0,0.0,0.0
88ad365467fffff,0,0,0,6,32.12511666666666,26.948096746703033
88ad365469fffff,0,0,0,19,209.40468947368421,345.0751757769568
88ad36546bfffff,0,0,0,19,84.99405263157894,111.93310000989365
88ad365481fffff,0,0,0,4,108.1156,127.87201778650923
88ad365483fffff,69,17,0,321,69.23775295950156,94.3412695688348
88ad365485fffff,0,0,0,0,0.0,0.0
88ad365487fffff,0,0,0,4,16.392975,4.079092037349325
88ad365489fffff,0,0,0,15,139.98289333333332,158.46108152514233
88ad36548bfffff,89,29,1,333,60.90303123123123,63.20222832517902
88ad36548dfffff,0,0,0,7,205.70054285714286,184.39553045804246
88ad365491fffff,1,1,0,0,0.0,0.0
88ad365493fffff,0,0,0,2,9.3215,0.10408611819065901
88ad365495fffff,0,0,0,1,5.4482,0.0
88ad365497fffff,0,0,0,97,325.0840917525773,665.0937526489173
88ad365499fffff,14,2,0,18,105.51611111111112,339.33307685627193
88ad36549bfffff,0,0,0,0,0.0,0.0
88ad36549dfffff,61,16,1,226,75.08300353982301,99.6724327771427
88ad3654a1fffff,0,0,0,9,42.678755555555554,22.915686540343444
88ad3654a3fffff,0,0,0,3,20.44536666666667,2.895525293160697
88ad3654a5fffff,0,0,0,0,0.0,0.0
88ad3654a7fffff,0,0,0,0,0.0,0.0
88ad3654a9fffff,0,0,0,1,16.0073,0.0
88ad3654abfffff,0,0,0,0,0.0,0.0
88ad3654adfffff,0,0,0,0,0.0,0.0
88ad3654b1fffff,1,1,0,4,31.862825,38.075335353250665
88ad3654b3fffff,98,32,12,518,54.2420166023166,124.27575153465571
88ad3654b5fffff,0,0,0,0,0.0,0.0
88ad3654b7fffff,0,0,0,18,94.96642777777778,173.17336576322722
88ad3654b9fffff,0,0,0,5,16.476819999999996,1.160711017867927
88ad3654bbfffff,77,15,2,1458,32.57697263374486,72.90737281188605
88ad3654bdfffff,0,0,0,5,17.1348,3.44278448134646
88ad3654c1fffff,0,0,0,0,0.0,0.0
88ad3654c3fffff,0,0,0,0,0.0,0.0
88ad3654c5fffff,0,0,0,0,0.0,0.0
88ad3654c7fffff,0,0,0,0,0.0,0.0
88ad3654c9fffff,0,0,0,0,0.0,0.0
88ad3654cbfffff,0,0,0,0,0.0,0.0
88ad3654cdfffff,0,0,0,0,0.0,0.0
88ad3654d1fffff,0,0,0,43,336.15413255813957,735.7535193156726
88ad3654d3fffff,0,0,0,64,477.5593734375,996.1775927929556
88ad3654d5fffff,0,0,0,0,0.0,0.0
88ad3654d7fffff,47,16,0,269,80.79296988847584,196.6036761537138
88ad3654d9fffff,0,0,0,1,61.8921,0.0
88ad3654dbfffff,0,0,0,8,86.617625,94.73716932421509
88ad3654ddfffff,0,0,0,0,0.0,0.0
88ad3654e1fffff,0,0,0,0,0.0,0.0
88ad3654e3fffff,0,0,0,8,516.2397500000001,937.4790068058758
88ad3654e5fffff,0,0,0,0,0.0,0.0
88ad3654e7fffff,0,0,0,0,0.0,0.0
88ad3654e9fffff,0,0,0,0,0.0,0.0
88ad3654ebfffff,0,0,0,15,223.22054666666665,255.5348487991493
88ad3654edfffff,0,0,0,0,0.0,0.0
88ad365511fffff,0,0,0,11,130.42295454545453,267.98765078585006
88ad365513fffff,0,0,0,0,0.0,0.0
88ad365515fffff,0,0,0,0,0.0,0.0
88ad365517fffff,0,0,0,34,148.78378529411765,185.050324038227
88ad365519fffff,0,0,0,0,0.0,0.0
88ad36551bfffff,0,0,0,0,0.0,0.0
88ad36551dfffff,0,0,0,10,19.77816,10.37428300303742
88ad365551fffff,0,0,0,1,27.4051,0.0
88ad365553fffff,0,0,0,0,0.0,0.0
